ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2015-08-04T12:42:41Z,honestpessy,"iOS 8.3 (iPhone7,2)",3668,US,70.208.71.252,unknown,"Honey, Honey",The Milk Carton Kids,The Ash & Clay,spotify:track:7D2oiQvYYqzSMFlp0OEyuF,,,,fwdbtn,fwdbtn,true,true,false,0,false
2017-10-09T21:44:05Z,honestpessy,"Android OS 8.0.0 API 26 (Google, Pixel)",5864,US,69.253.45.194,unknown,Walking the Dog,fun.,Aim and Ignite,spotify:track:50g0it8QsUikGOHTEOaNXC,,,,clickrow,endplay,true,,false,1507585420731,false
2021-07-27T09:46:43Z,honestpessy,Partner sonos_a53 Sonos;Move;9b377073ea334637b1406f329ce005de;;tpapi,0,HK,219.79.202.166,61997094,Be Kind to Me,Michael Hurley,Armchair Boogie,spotify:track:4iWRMBM1uLCkDGPkeBxfRU,,,,playbtn,endplay,false,,false,0,false
2018-03-27T15:04:32Z,honestpessy,Partner spotify web_player,166438,ZZ,108.36.78.146,"Mozilla%2F5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_12_3)%20AppleWebKit%2F537.36%20(KHTML,%20like%20Gecko)%20Chrome%2F65.0.3325.181%20Safari%2F537.36",Keep On Running - Mono Version,The Spencer Davis Group,The Second Album,spotify:track:0XXzChE5NEs2BHosMxeIe3,,,,unknown,unknown,false,,false,0,false
2016-11-03T18:33:48Z,honestpessy,"iOS 10.0.1 (iPhone7,2)",113220,US,174.200.24.168,unknown,Roses,The Chainsmokers,Roses,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,,,,fwdbtn,fwdbtn,false,,false,0,false
2020-02-10T16:39:43Z,honestpessy,"Android OS 10 API 29 (OnePlus, GM1917)",125666,US,38.98.225.174,unknown,Yesterday - Remastered 2009,The Beatles,Help!,spotify:track:3BQHpFgAp4l80e1XslIjNI,,,,clickrow,trackdone,true,,false,1581352657398,false
2012-01-25T22:32:09Z,honestpessy,OS X 10.5.8 [x86 4],1242,US,70.15.60.21,,When We First Kissed,Hellogoodbye,Would It Kill You? (Uk/Europe Deluxe Edition),spotify:track:6F5ovhXnbPyZ4D3cRU18u8,,,,popup,popup,false,true,false,0,false
2020-07-03T14:36:13Z,honestpessy,"Android OS 10 API 29 (OnePlus, GM1917)",177791,US,174.249.64.106,unknown,3 on E,Vulfpeck,The Joy of Music. The Job of Real Estate.,spotify:track:50R5Or6xMtvELGYfGUbVz4,,,,trackdone,trackdone,true,,false,1593786793319,false
2015-09-20T16:13:44Z,honestpessy,"iOS 9.0 (iPhone7,2)",28328,US,155.68.156.248,unknown,Geronimo,Sheppard,Geronimo,spotify:track:21Go4aMyLGP40ANI3TU0Fn,,,,trackdone,endplay,true,true,false,0,false
2011-09-13T00:18:23Z,honestpessy,OS X 10.5.8 [x86 4],226205,US,70.15.23.187,,Forever Young,Alphaville,Forever Young,spotify:track:4S1VYqwfkLit9mKVY3MXoo,,,,trackdone,trackdone,true,false,false,0,
2015-06-09T00:41:15Z,honestpessy,"iOS 8.3 (iPhone7,2)",2832,US,70.199.109.223,unknown,Harder Before It Gets Easier,David Wax Museum,Knock Knock Get Up,spotify:track:3yAWG7PlNMpQi7BSYTjcGH,,,,fwdbtn,fwdbtn,true,true,false,0,false
2018-10-22T19:34:49Z,honestpessy,OS X 10.12.6 [x86 4],200773,US,108.36.78.146,unknown,This Is How You Know,Union Moon,This Is How You Know,spotify:track:4StvPr4wQdxChEcalZNd8V,,,,trackdone,trackdone,false,,false,1540236687932,false
2015-12-30T05:51:45Z,honestpessy,"iOS 9.1 (iPhone7,2)",251906,US,24.193.91.223,unknown,Where I'm Going,The Wild Reeds,Blind and Brave,spotify:track:5ObRCQ2goReLpK2BmunK9h,,,,trackdone,trackdone,true,false,false,0,false
2015-05-18T15:23:49Z,honestpessy,"iOS 8.3 (iPhone7,2)",11981,US,130.156.91.24,unknown,Forever Young,Youth Group,Casino Twilight Dogs,spotify:track:5d4EJrwEEQgP4qzs6gwzsD,,,,clickrow,endplay,true,true,false,0,false
2019-02-14T13:30:42Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",15214,US,174.201.0.62,unknown,I've Wanted You,First Aid Kit,Tender Offerings - EP,spotify:track:6N1zYHTCMC5fcwAudFH6We,,,,fwdbtn,fwdbtn,true,,false,1550151019070,false
2019-07-25T20:19:01Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",95397,US,174.219.25.138,unknown,"Dawn - From ""Pride & Prejudice"" Soundtrack",Jean-Yves Thibaudet,Pride and Prejudice OST,spotify:track:0EHJOhOakEiobXo81vegdy,,,,trackdone,fwdbtn,true,,false,1564085601736,false
2020-06-17T01:48:58Z,honestpessy,Windows 10 (10.0.18363; x64; AppX),177733,US,71.225.66.208,unknown,Heartaches By the Number,Ray Price,Greatest Hits,spotify:track:4imYTftUBGtMP4DKfJRYyf,,,,playbtn,trackdone,true,,false,1592358360938,false
2014-11-15T01:35:45Z,honestpessy,OS X 11.0.0 [x86 4],321066,US,155.68.163.10,unknown,Argonauts,Hospitality,Hospitality,spotify:track:17Q3rUt6FQUKlG3V2LU5Tq,,,,trackdone,trackdone,true,false,false,0,false
2016-04-07T10:16:11Z,honestpessy,OS X 10.11.3 [x86 4],201785,ZA,196.210.12.103,unknown,Angela,The Lumineers,Angela,spotify:track:4XtqNHNErWMEQHa5G9NK5D,,,,trackdone,trackdone,true,,true,1,false
2012-01-06T18:19:17Z,honestpessy,OS X 10.5.8 [x86 4],203542,US,70.15.60.21,,Can't Take My Eyes off You,Frankie Valli,Anthology,spotify:track:4ERSGaOsWRfRwp3F1BWZol,,,,trackdone,trackdone,true,false,false,0,false
2015-06-23T19:42:55Z,honestpessy,"iOS 8.3 (iPhone7,2)",321280,US,70.208.69.247,unknown,Anna Sun,WALK THE MOON,Walk The Moon,spotify:track:3e0yTP5trHBBVvV32jwXqF,,,,clickrow,trackdone,true,false,false,0,false
2019-01-08T17:14:05Z,honestpessy,web_player windows 10;chrome 71.0;desktop,225684,ZZ,108.36.78.146,"Mozilla%2F5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit%2F537.36%20(KHTML,%20like%20Gecko)%20Chrome%2F71.0.3578.98%20Safari%2F537.36",This Is America,Childish Gambino,This Is America,spotify:track:0b9oOr2ZgvyQu88wzixux9,,,,trackdone,trackdone,false,,false,0,false
2014-03-10T02:24:51Z,honestpessy,OS X 10.8.5 [x86 4],2182,US,204.152.148.1,unknown,Rise To Me,The Decemberists,The King Is Dead,spotify:track:1oVQb8sxcQH7TSsM3pW6dA,,,,popup,popup,false,true,false,0,false
2017-11-07T03:41:02Z,honestpessy,"Android OS 8.0.0 API 26 (Google, Pixel)",42,US,174.201.3.194,unknown,Feel Again,OneRepublic,Feel Again,spotify:track:6nmVeODcBpsGKx5RPv003D,,,,fwdbtn,fwdbtn,true,,false,1510026059708,false
2018-05-16T19:15:25Z,honestpessy,OS X 10.12.3 [x86 4],256535,US,108.36.78.146,unknown,The Wolves and the Ravens,Rogue Valley,False Floors,spotify:track:7M7e3u2MjbOVTkQMW6XqL6,,,,trackdone,trackdone,true,,false,1526497868247,false
2021-10-03T03:50:04Z,honestpessy,Partner sonos_a53 Sonos;Move;9b377073ea334637b1406f329ce005de;;tpapi,101974,HK,219.79.202.166,61997094,Succession (Main Title Theme),Nicholas Britell,Succession: Season 1 (HBO Original Series Soundtrack),spotify:track:0bSHwuTOZVJUXWT03H9oD2,,,,trackdone,trackdone,false,,false,0,false
2021-04-15T23:14:49Z,honestpessy,"Android OS 10 API 29 (OnePlus, GM1917)",172630,HK,113.28.9.161,unknown,Boys,Lizzo,Cuz I Love You,spotify:track:1du4tPkvJfCIuVL6WMtqSs,,,,clickrow,trackdone,true,,false,1618528318578,false
2017-11-12T18:21:23Z,honestpessy,"Android OS 8.0.0 API 26 (Google, Pixel)",0,US,174.201.8.201,unknown,Light a Roman Candle with Me,fun.,Aim and Ignite,spotify:track:5pxGxR8ltHAluRyn9FSKOh,,,,fwdbtn,fwdbtn,true,,false,1510510881124,false
2018-06-11T22:03:27Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",670,US,174.201.33.134,unknown,The Way We Move,Langhorne Slim,The Way We Move,spotify:track:40rjypnguxfhPy4Bbv5SWc,,,,fwdbtn,endplay,true,,false,1528754604943,false
2015-06-07T18:30:51Z,honestpessy,"iOS 8.3 (iPhone7,2)",1904,US,70.199.108.240,unknown,Sparrow,Stolen Jars,Stolen Jars,spotify:track:0i2fUY2Otjxo9g5knIemrY,,,,clickrow,endplay,true,true,false,0,false
2017-07-08T19:05:04Z,honestpessy,"Android OS 7.1.2 API 25 (Google, Pixel)",247772,US,174.200.1.135,unknown,The Wonder Years (feat. Chance the Rapper & Nico Segal),The O'My's,Chicago Style,spotify:track:5ZvDZdNRRJwSc8X6nNs5q1,,,,clickrow,trackdone,true,,false,1499540456842,false
2017-08-11T14:01:38Z,honestpessy,"Android OS 7.1.2 API 25 (Google, Pixel)",55493,US,174.201.21.222,unknown,Summer Nights,C&C Productions,Grease,spotify:track:2FkoRMUT7JFBrYzEt1LGlF,,,,trackdone,logout,true,,false,1502422591645,false
2015-05-27T00:24:44Z,honestpessy,OS X 10.10.2 [x86 4],4504,US,204.152.148.1,unknown,Sparrow,Stolen Jars,Stolen Jars,spotify:track:0i2fUY2Otjxo9g5knIemrY,,,,trackdone,remote,true,true,false,0,true
2021-08-01T01:18:08Z,honestpessy,"iOS 14.6 (iPhone13,1)",193109,HK,219.79.202.166,unknown,Class Historian,BRONCHO,Just Enough Hip to Be Woman,spotify:track:73i6MgP5CKhhnZ69Go6u2X,,,,fwdbtn,fwdbtn,true,,false,1627780495285,false
2020-05-11T19:31:29Z,honestpessy,Windows 10 (10.0.18363; x64; AppX),970,US,71.225.66.208,unknown,Riptide,Vance Joy,Dream Your Life Away,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,,,,playbtn,remote,true,,false,1589225488493,false
2017-01-22T02:44:23Z,honestpessy,"Android OS 7.1.1 API 25 (Google, Pixel)",125093,US,174.205.15.142,unknown,Ain't No Sunshine,Bill Withers,Just As I Am,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,,,,trackdone,trackdone,true,,false,1485052936931,false
2017-07-20T21:10:31Z,honestpessy,"Android OS 7.1.2 API 25 (Google, Pixel)",136700,US,70.15.118.200,unknown,From the Dining Table,Harry Styles,Harry Styles,spotify:track:1IF5UcqRO42D12vYwceOY6,,,,fwdbtn,logout,true,,false,1500582453631,false
2020-10-19T06:03:22Z,honestpessy,OS X 10.15.5 [x86 8],151640,HK,113.28.9.154,unknown,Driving Home with Stolen Treasures,Emile Mosseri,The Last Black Man in San Francisco (Original Motion Picture Soundtrack),spotify:track:2OvhPoFr4yoMkmt0ibLHtx,,,,trackdone,trackdone,false,,false,1603087250342,false
2021-11-06T02:41:32Z,honestpessy,"iOS 15.0 (iPhone14,4)",226943,HK,45.64.243.75,unknown,Noah's Highlight Reel,Dijon,Absolutely,spotify:track:6wh2M0tJarZMrU4FTYGDfn,,,,trackdone,trackdone,false,,false,1636166078276,true
2018-05-17T11:22:05Z,honestpessy,"Android OS P API 27 (Google, Pixel)",837,US,174.201.18.5,unknown,Heart It Races,Dr. Dog,Live at a Flamingo Hotel,spotify:track:6L2Eoo8Dzx60hARXy7TCic,,,,fwdbtn,fwdbtn,true,,false,1526556123285,false
2021-11-21T03:39:28Z,honestpessy,OS X 10.15.5 [x86 8],71157,HK,219.79.202.166,unknown,Pricks Of Brightness,Ratatat,Magnifique,spotify:track:5n5evGlKpST0ZmjQ1D3fDM,,,,playbtn,remote,false,,false,1637463429251,false
2020-12-17T09:43:00Z,honestpessy,"Android OS 10 API 29 (OnePlus, GM1917)",74185,HK,45.64.241.27,unknown,We Intertwined,The Hush Sound,Like Vines,spotify:track:5ypWqYw34KK2BggUh4iSvP,,,,trackdone,fwdbtn,true,,false,1608198088644,false
2019-07-07T21:00:20Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",3823,US,73.93.153.20,unknown,Still the One,Orleans,Still The One,spotify:track:74va8wQ7R7hI5xXAu02TqM,,,,fwdbtn,fwdbtn,true,,false,1562533214860,false
2017-05-22T21:16:25Z,honestpessy,"Android OS 7.1.2 API 25 (Google, Pixel)",234093,US,174.238.129.217,unknown,Sir Duke,Stevie Wonder,Songs In The Key Of Life,spotify:track:4RQgqR09VmHn345vRhKQ6T,,,,trackdone,trackdone,true,,false,1495487548724,false
2018-06-01T22:36:12Z,honestpessy,"Android OS P API 27 (Google, Pixel)",570,US,174.201.12.101,unknown,Leaving It Up to You,George Ezra,Wanted on Voyage,spotify:track:10vNGxYjg8OGwZilTKYRbk,,,,fwdbtn,fwdbtn,true,,false,1527892570754,false
2019-07-09T20:32:56Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",308533,US,174.215.3.191,unknown,We Will All Be Changed,Seryn,This Is Where We Are,spotify:track:0d7sjOhKYYHk4TFFIcHb9l,,,,trackdone,trackdone,true,,false,1562703736148,false
2022-01-15T14:12:13Z,honestpessy,Partner sonos_a53 Sonos;Move;9b377073ea334637b1406f329ce005de;;tpapi,141770,HK,219.79.202.166,,STAY (with Justin Bieber),The Kid LAROI,STAY (with Justin Bieber),spotify:track:5HCyWlXZPP0y6Gqq8TgA20,,,,playbtn,trackdone,false,,false,0,false
2022-01-15T13:39:10Z,honestpessy,Partner sonos_a53 Sonos;Move;9b377073ea334637b1406f329ce005de;;tpapi,184527,HK,219.79.202.166,61997094,Lost,Chance the Rapper,Acid Rap,spotify:track:5v2ePUTZiv1mPDCD1nSbfF,,,,trackdone,trackdone,false,,false,0,false
2017-12-17T15:30:11Z,honestpessy,"Android OS 8.1.0 API 27 (Google, Pixel)",205613,US,69.253.40.169,unknown,Into the Mystic - 2013 Remaster,Van Morrison,Moondance,spotify:track:3lh3iiiJeiBXHSZw6u0kh6,,,,trackdone,trackdone,true,,false,1513524403484,false
2021-05-09T11:09:44Z,honestpessy,"iOS 14.5.1 (iPhone13,1)",32298,HK,113.28.9.154,unknown,Valentina,The Hunts,Those Younger Days,spotify:track:0TD0ydYJuFPEaqshquDEpw,,,,fwdbtn,endplay,true,,false,1620558551915,false
2018-08-19T22:49:45Z,honestpessy,"iOS 11.1.2 (iPad7,3)",201800,US,71.225.241.105,unknown,God Only Knows (feat. yMusic),John Legend,God Only Knows (feat. yMusic),spotify:track:4mhcNoThsVSE1Mpnb7Wnj6,,,,clickrow,trackdone,true,,false,1534718777794,false
2017-12-08T15:01:02Z,honestpessy,"Android OS 8.0.0 API 26 (Google, Pixel)",92025,US,69.253.45.194,unknown,Side by Side,Wilder Adkins,Side by Side,spotify:track:5CSTlRUj0Waab9pIfcw62y,,,,clickrow,fwdbtn,false,,false,1512745152494,false
2016-10-04T00:33:12Z,honestpessy,"iOS 10.0.1 (iPhone7,2)",4620,US,155.68.149.135,unknown,Ride,Twenty One Pilots,Blurryface,spotify:track:2Z8WuEywRWYTKe1NybPQEW,,,,clickrow,unexpected-exit-while-paused,true,,false,0,false
2019-05-01T19:04:23Z,honestpessy,web_player windows 10;chrome 74.0.3729.108;desktop,102699,ZZ,108.36.78.146,"Mozilla%2F5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit%2F537.36%20(KHTML,%20like%20Gecko)%20Chrome%2F74.0.3729.108%20Safari%2F537.36",928 Miles,Ellie Banke,928 Miles,spotify:track:6C2A7bzE0xsWo9ZKPTAlHn,,,,trackdone,endplay,false,,false,0,false
2015-01-24T15:59:42Z,honestpessy,"iOS 8.1.2 (iPhone7,2)",3715,US,155.68.165.44,unknown,Float Like a Feather,Dawn Mitschele,In the Moonlight,spotify:track:2EtyYtBBNet4dfRywBMERI,,,,fwdbtn,fwdbtn,true,true,false,0,false
2015-03-24T03:36:02Z,honestpessy,"iOS 8.2 (iPhone7,2)",208346,US,155.68.165.44,unknown,Smile,Mikky Ekko,Smile,spotify:track:6fs3GbtJ3PCf0uYX2MlmG4,,,,clickrow,trackdone,false,false,false,0,false
2018-05-29T13:53:29Z,honestpessy,OS X 10.12.3 [x86 4],2438,US,108.36.78.146,unknown,Gonna Build A Mountain,Rachel Bay Jones,ShowFolk,spotify:track:7IFBFKeVtESd4nJArLQLrc,,,,clickrow,endplay,false,,false,1527602010949,false
2021-05-01T07:57:24Z,honestpessy,"iOS 14.4.2 (iPhone13,1)",155720,HK,49.130.129.29,unknown,Loving Is Easy (feat. Benny Sings),Rex Orange County,Loving Is Easy (feat. Benny Sings),spotify:track:5EYi2rH4LYs6M21ZLOyQTx,,,,fwdbtn,trackdone,true,,false,1619855689239,false
2017-12-27T16:53:21Z,honestpessy,"Android OS 8.1.0 API 27 (Google, Pixel)",2453,US,174.200.21.205,unknown,From the Dining Table,Harry Styles,Harry Styles,spotify:track:1IF5UcqRO42D12vYwceOY6,,,,fwdbtn,fwdbtn,true,,false,1514393597601,false
2022-01-22T01:58:37Z,honestpessy,Partner sonos_a53 Sonos;Move;9b377073ea334637b1406f329ce005de;;tpapi,247738,HK,219.79.202.166,61997094,The Wonder Years (feat. Chance the Rapper & Nico Segal),The O'My's,Chicago Style,spotify:track:5ZvDZdNRRJwSc8X6nNs5q1,,,,fwdbtn,trackdone,false,,false,0,false
2018-11-16T15:06:35Z,honestpessy,web_player windows 10;chrome 70.0;desktop,202695,ZZ,108.36.78.146,"Mozilla%2F5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit%2F537.36%20(KHTML,%20like%20Gecko)%20Chrome%2F70.0.3538.77%20Safari%2F537.36",I Only Have Eyes for You,Michael Bublé,love,spotify:track:3Rth37LIX8nTYyT1XskmFR,,,,trackdone,trackdone,false,,false,0,false
2018-05-03T11:57:28Z,honestpessy,"Android OS 8.1.0 API 27 (Google, Pixel)",5251,US,69.253.40.169,unknown,I'm Me,Us The Duo,Public Record,spotify:track:5DWuE2zvXnbCBiBo3ohilB,,,,fwdbtn,fwdbtn,true,,false,1525348641015,false
2019-09-27T18:38:23Z,honestpessy,OS X 10.14.6 [x86 4],154103,US,71.225.66.208,unknown,Havana,Pentatonix,Havana,spotify:track:5vLmZ6ya1RGLoLeNwA82hY,,,,trackdone,trackdone,true,,false,1569609348201,false
2018-11-30T23:40:14Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",222960,US,174.201.15.56,unknown,"Sincerely, Me",Mike Faist,Dear Evan Hansen (Original Broadway Cast Recording),spotify:track:4nna9JONFIwr98bcX6tlta,,,,clickrow,trackdone,true,,false,1543620991568,false
2019-07-24T14:23:10Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",27119,US,174.208.23.69,unknown,The Wind,Yusuf / Cat Stevens,Teaser And The Firecat,spotify:track:1rHMg7t3LICgfTl2OsDn46,,,,fwdbtn,fwdbtn,true,,false,1563978145136,false
2018-12-25T15:57:49Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",185613,US,174.202.6.241,unknown,Our Love,Samm Henshaw,The Sound Experiment 2 - EP,spotify:track:6hRB4SoPSkWrMuV1F842o3,,,,trackdone,trackdone,true,,false,1545753282869,false
2018-07-06T00:23:25Z,honestpessy,OS X 10.12.3 [x86 4],295493,US,108.36.78.146,unknown,Hello,Adele,Hello,spotify:track:0ENSn4fwAbCGeFGVUbXEU3,,,,trackdone,trackdone,true,,false,1530836308682,false
2022-02-19T08:55:20Z,honestpessy,Partner sonos_a53 Sonos;Move;9b377073ea334637b1406f329ce005de;;tpapi,273857,HK,219.79.202.166,,Old School Love (feat. Ed Sheeran),Lupe Fiasco,Old School Love (feat. Ed Sheeran),spotify:track:72FdcAg79So8xaAHs2mbrB,,,,trackdone,trackdone,true,,false,0,false
2016-12-22T23:41:25Z,honestpessy,"iOS 10.0.1 (iPhone7,2)",191053,US,70.208.70.252,unknown,With A Little Help From My Friends,Joe Anderson,Across The Universe,spotify:track:6Q0eEMbUBJNQe2sZXDzY2j,,,,trackdone,trackdone,false,,false,0,false
2019-07-09T03:30:54Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",2988,US,174.215.5.191,unknown,Golden Daze,Doc Robinson,Golden Daze - EP,spotify:track:48DLrjwZDh6HDSVoqKJDe1,,,,fwdbtn,fwdbtn,true,,false,1562643048370,false
2019-07-13T22:49:40Z,honestpessy,"Android OS 9 API 28 (Google, Pixel)",2226,US,97.47.71.185,unknown,Diddy Bop (feat. Cam O'bi & Raury),Noname,Telefone,spotify:track:6JvfBzqZmSiEG5MjM7OcSY,,,,fwdbtn,fwdbtn,true,,true,1563057223228,false
2020-10-18T13:41:21Z,honestpessy,"Android OS 10 API 29 (OnePlus, GM1917)",2474,HK,113.28.9.154,unknown,Eloise,Penny and Sparrow,Finch,spotify:track:3XnDbrxxtA40HPIIRWLgRT,,,,fwdbtn,fwdbtn,true,,false,1603028478215,false
2018-05-24T21:41:37Z,honestpessy,"Android OS P API 27 (Google, Pixel)",790,US,73.81.150.165,unknown,Diddy Bop (feat. Cam O'bi & Raury),Noname,Telefone,spotify:track:6JvfBzqZmSiEG5MjM7OcSY,,,,fwdbtn,fwdbtn,true,,false,1527198094654,false
2018-11-03T00:22:40Z,honestpessy,web_player windows 10;chrome 70.0;desktop,329190,ZZ,108.36.78.146,"Mozilla%2F5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit%2F537.36%20(KHTML,%20like%20Gecko)%20Chrome%2F70.0.3538.77%20Safari%2F537.36",Satisfied,Renée Elise Goldsberry,Hamilton,spotify:track:3dP0pLbg9OfVwssDjp9aT0,,,,trackdone,trackdone,false,,false,0,false
2019-04-30T16:12:12Z,honestpessy,web_player windows 10;chrome 74.0.3729.108;desktop,152448,ZZ,108.36.78.146,"Mozilla%2F5.0%20(Windows%20NT%2010.0;%20Win64;%20x64)%20AppleWebKit%2F537.36%20(KHTML,%20like%20Gecko)%20Chrome%2F74.0.3729.108%20Safari%2F537.36",Revolting Children,Matilda the Musical Original Cast,Matilda the Musical (Original London Cast Recording),spotify:track:5jb55O3h5dfOK4YMUbTb1Y,,,,trackdone,trackdone,false,,false,0,false
2021-12-03T12:59:15Z,honestpessy,Partner sonos_a53 Sonos;Move;9b377073ea334637b1406f329ce005de;;tpapi,118812,HK,219.79.202.166,61997094,Little Saint Nick - 1991 Remix,The Beach Boys,The Beach Boys' Christmas Album,spotify:track:5xlS0QkVrSH7ssEbBgBzbM,,,,trackdone,trackdone,false,,false,0,false
2021-06-01T23:13:06Z,honestpessy,"iOS 14.5.1 (iPhone13,1)",242186,HK,45.64.242.253,unknown,Foreign Girls,Bleachers,Gone Now,spotify:track:7taGa7J1rarzpRgukrnkMk,,,,trackdone,trackdone,true,,false,1622588942798,false
2016-01-08T00:45:09Z,honestpessy,OS X 10.11.2 [x86 4],0,US,130.156.91.25,unknown,All I Want,Kodaline,In A Perfect World,spotify:track:2PwXOevGUSkU8qaYZjgLq2,,,,appload,endplay,false,true,false,0,false
2018-02-07T04:37:09Z,honestpessy,"Android OS 8.1.0 API 27 (Google, Pixel)",159880,US,69.253.40.169,unknown,North American Ride,Mallory Merk,MM & HH,spotify:track:1QRhkgyZLIR1aqNPvB76ne,,,,fwdbtn,endplay,false,,false,1517977584933,false
2017-06-09T03:39:54Z,honestpessy,"Android OS 7.1.2 API 25 (Google, Pixel)",240120,US,70.214.75.179,unknown,A Part Of That,Anna Kendrick,The Last Five Years,spotify:track:0Mj0axml2DWkSl7lNzq9iX,,,,trackdone,trackdone,true,,false,1496979352960,false
2016-04-12T12:09:25Z,honestpessy,OS X 10.11.3 [x86 4],1625,ZA,196.215.168.245,unknown,It's Nice to Be Alive,Ball Park Music,Ball Park Music EP,spotify:track:7t0HMbsYInj7dfdA05UVJc,,,,clickrow,endplay,true,,false,0,false
2018-05-22T01:28:32Z,honestpessy,"Android OS P API 27 (Google, Pixel)",574,US,71.225.241.105,unknown,Fools,The Dodos,Visiter,spotify:track:2HP3ePEj4jFOAwxdpwT1xb,,,,fwdbtn,fwdbtn,true,,false,1526952510756,false
